# SLAM - pose_x pose_y orientation time
66 0.5027727160723122 0.9096536479076442
68 0.49043687867873675 0.9096536479076442
70 0.4806929052257931 0.9096536479076442
71 0.7448382020714667 0.9096536479076442
76 0.9822905876669373 0.9096536479076442


# Displacement mean and std deviation
0.0007108911548134386 0.054285659970724445

# Displacement mean absolute value and std deviation
0.034986678765678625 0.041513498450965546

# Distance to GT
0.9822905876669373
